ID,Condition,Group,Expectation,Instructions,Trial,Y_axis,X_axis,Radial.Error,Constant_X,Constant_Y,BVE
26,b6,TCE,Teach,Explicit,8,59.577,-9.479,60.32636546,-9.479,59.577,3394.480778
26,b6,TCE,Teach,Explicit,9,10.352,19.987,22.50875547,19.987,10.352,41.18802088
26,b6,TCE,Teach,Explicit,10,68.435,28.227,74.02778366,28.227,68.435,4003.944949
26,hp,TCE,Teach,Explicit,1,-75.847,17.743,77.89468183,17.743,-75.847,11581.17189
26,hp,TCE,Teach,Explicit,2,194,39,197.8812775,39,194,26922.21538
26,hp,TCE,Teach,Explicit,3,-36.423,13.497,38.84332553,13.497,-36.423,4645.837673
26,hp,TCE,Teach,Explicit,4,147.497,12.996,148.0684336,12.996,147.497,13405.80572
26,hp,TCE,Teach,Explicit,5,50.38,11.724,51.72616916,11.724,50.38,356.9358052
26,hp,TCE,Teach,Explicit,6,-20.14,13.958,24.5039867,13.958,-20.14,2690.704855
26,hp,TCE,Teach,Explicit,7,-0.803,14.522,14.54418416,14.522,-0.803,1058.201267
26,hp,TCE,Teach,Explicit,8,24.793,18.331,30.83372196,18.331,24.793,61.10774581
26,hp,TCE,Teach,Explicit,9,-101.528,1.996,101.5476184,1.996,-101.528,17918.64802
26,hp,TCE,Teach,Explicit,10,135.335,3.438,135.3786618,3.438,135.335,10862.0368
26,lp,TCE,Teach,Explicit,1,-12.688,9.136,15.63495571,9.136,-12.688,723.0615668
26,lp,TCE,Teach,Explicit,2,61.412,18.525,64.14522094,18.525,61.412,2285.163705
26,lp,TCE,Teach,Explicit,3,76.13,12.181,77.0983376,12.181,76.13,3859.174426
26,lp,TCE,Teach,Explicit,4,-51.515,8.121,52.15118279,8.121,-51.515,4311.220783
26,lp,TCE,Teach,Explicit,5,-27.407,14.211,30.87225567,14.211,-27.407,1718.633611
26,lp,TCE,Teach,Explicit,6,-52.022,4.822,52.24500137,4.822,-52.022,4416.76124
26,lp,TCE,Teach,Explicit,7,29.691,19.54,35.54387544,19.54,29.691,297.528995
26,lp,TCE,Teach,Explicit,8,19.286,12.181,22.81066761,12.181,19.286,27.88882576
26,lp,TCE,Teach,Explicit,9,31.721,10.404,33.38360461,10.404,31.721,317.5708302
26,lp,TCE,Teach,Explicit,10,65.472,14.465,67.05086882,14.465,65.472,2652.980217
28,pt,TTE,Test,Explicit,1,14.414,9.622,17.33050144,9.622,14.414,912.1284024
28,pt,TTE,Test,Explicit,2,177.059,4.483,177.115744,4.483,177.059,20204.13197
28,pt,TTE,Test,Explicit,3,-99.305,-18.457,101.0056626,-18.457,-99.305,18309.76035
28,pt,TTE,Test,Explicit,4,73.945,-15.871,75.62903983,-15.871,73.945,1469.833044
28,pt,TTE,Test,Explicit,5,252,-8,252.1269521,-8,252,46739.4432
28,pt,TTE,Test,Explicit,6,-97.242,-18.662,99.01654815,-18.662,-97.242,17759.24301
28,pt,TTE,Test,Explicit,7,67.784,-16.284,69.71254774,-16.284,67.784,1041.881153
28,pt,TTE,Test,Explicit,8,-58.003,-14.583,59.80812569,-14.583,-58.003,8814.647421
28,pt,TTE,Test,Explicit,9,66.512,-16.831,68.60851773,-16.831,66.512,967.5807988
28,pt,TTE,Test,Explicit,10,-38.784,-22.068,44.62281121,-22.068,-38.784,5676.663212
28,b1,TTE,Test,Explicit,1,247,15,247.4550464,15,247,18732.15874
28,b1,TTE,Test,Explicit,2,147.005,-21.332,148.5446877,-21.332,147.005,1798.399963
28,b1,TTE,Test,Explicit,3,300,-26,301.1245589,-26,300,36492.70294
28,b1,TTE,Test,Explicit,4,2.316,10.569,10.81977897,10.569,2.316,11877.60176
28,b1,TTE,Test,Explicit,5,77.414,18.283,79.5436703,18.283,77.414,1422.6955
28,b1,TTE,Test,Explicit,6,109.754,-15.115,110.7899081,-15.115,109.754,256.4106398
28,b1,TTE,Test,Explicit,7,110.258,-15.118,111.2896244,-15.118,110.258,255.6386054
28,b1,TTE,Test,Explicit,8,-74.888,-16.783,76.74556426,-16.783,-74.888,34816.16372
28,b1,TTE,Test,Explicit,9,0.811,12.087,12.11417723,12.087,0.811,12238.38887
28,b1,TTE,Test,Explicit,10,189,47,194.7562579,47,189,8233.748342
28,b3,TTE,Test,Explicit,1,-23.124,-14.547,27.31912489,-14.547,-23.124,1125.293246
28,b3,TTE,Test,Explicit,2,-75.519,-12.718,76.5824189,-12.718,-75.519,7119.555859
28,b3,TTE,Test,Explicit,3,-28.565,7.258,29.47266172,7.258,-28.565,1455.569967
28,b3,TTE,Test,Explicit,4,66.89,9.224,67.52299072,9.224,66.89,3579.53729
28,b3,TTE,Test,Explicit,5,93.61,-10.427,94.18892944,-10.427,93.61,7343.791068
28,b3,TTE,Test,Explicit,6,5.712,-18.768,19.61797054,-18.768,5.712,264.4543469
28,b3,TTE,Test,Explicit,7,6.38,8.57,10.68406758,8.57,6.38,130.7190461
28,b3,TTE,Test,Explicit,8,17.113,-17.317,24.34611382,-17.317,17.113,291.7776063
28,b3,TTE,Test,Explicit,9,4.621,10.859,11.8013356,10.859,4.621,197.3023047
28,b3,TTE,Test,Explicit,10,15.507,10.794,18.89384781,10.794,15.507,234.7651817
28,b6,TTE,Test,Explicit,1,36.234,10.073,37.60808537,10.073,36.234,323.2919485
28,b6,TTE,Test,Explicit,2,-56.364,-15.083,58.34721403,-15.083,-56.364,6301.755171
28,b6,TTE,Test,Explicit,3,9.832,-15.87,18.6688276,-15.87,9.832,377.4310429
28,b6,TTE,Test,Explicit,4,4.252,10.773,11.58175431,10.773,4.252,429.2208841
28,b6,TTE,Test,Explicit,5,-117.529,-14.301,118.3958802,-14.301,-117.529,19565.43753
28,b6,TTE,Test,Explicit,6,218,39,221.4610575,39,218,40106.03119
28,b6,TTE,Test,Explicit,7,54.12,-5.905,54.44119235,-5.905,54.12,1083.255357
28,b6,TTE,Test,Explicit,8,-0.769,-15.131,15.15052877,-15.131,-0.769,718.3768013
28,b6,TTE,Test,Explicit,9,-62.619,-20.923,66.02205003,-20.923,-62.619,7521.889119
28,b6,TTE,Test,Explicit,10,131.452,22.78,133.4112316,22.78,131.452,12594.12282
28,hp,TTE,Test,Explicit,1,19.321,-10.295,21.89264867,-10.295,19.321,48.16063705
28,hp,TTE,Test,Explicit,2,-28.49,-4.882,28.90525945,-4.882,-28.49,2437.98165
28,hp,TTE,Test,Explicit,3,-61.362,-7.59,61.82962998,-7.59,-61.362,6778.16026
28,hp,TTE,Test,Explicit,4,79.946,-0.607,79.94830433,-0.607,79.946,3498.823153
28,hp,TTE,Test,Explicit,5,-43.16,-9.007,44.08981344,-9.007,-43.16,4129.508766
28,hp,TTE,Test,Explicit,6,57.259,-1.962,57.29260445,-1.962,57.259,1326.806234
28,hp,TTE,Test,Explicit,7,-3.631,-11.906,12.44736908,-11.906,-3.631,670.3340043
28,hp,TTE,Test,Explicit,8,65.734,4.895,65.9160055,4.895,65.734,2083.987366
28,hp,TTE,Test,Explicit,9,69.223,-2.73,69.27681163,-2.73,69.223,2338.903571
28,hp,TTE,Test,Explicit,10,53.834,8.787,54.54641074,8.787,53.834,1238.497814
28,lp,TTE,Test,Explicit,1,-31.646,-6.51,32.30865853,-6.51,-31.646,755.6769217
28,lp,TTE,Test,Explicit,2,-55.192,-12.308,56.54771196,-12.308,-55.192,2633.498629
28,lp,TTE,Test,Explicit,3,13.066,1.452,13.14643145,1.452,13.066,366.5972161
28,lp,TTE,Test,Explicit,4,-26.743,-13.08,29.77036192,-13.08,-26.743,548.1195585
28,lp,TTE,Test,Explicit,5,26.047,-6.755,26.90866466,-6.755,26.047,912.4439075
28,lp,TTE,Test,Explicit,6,-77.111,-11.071,77.90169037,-11.071,-77.111,5339.282767
28,lp,TTE,Test,Explicit,7,90.99,15.91,92.37049421,15.91,90.99,9574.041287
28,lp,TTE,Test,Explicit,8,-11.839,-10.339,15.71804193,-10.339,-11.839,70.75092553
28,lp,TTE,Test,Explicit,9,21.298,-12.457,24.67350103,-12.457,21.298,678.8677439
28,lp,TTE,Test,Explicit,10,9.537,-13.92,16.87367088,-13.92,9.537,236.7595825
29,pt,TCE,Teach,Explicit,1,-63.676,8.1,64.18911883,8.1,-63.676,827.4999514
29,pt,TCE,Teach,Explicit,2,-89.564,4.207,89.66275116,4.207,-89.564,3011.208635
29,pt,TCE,Teach,Explicit,3,8.008,10.001,12.81202814,10.001,8.008,1845.004836
29,pt,TCE,Teach,Explicit,4,-101.288,-0.671,101.2902226,-0.671,-101.288,4504.544222
29,pt,TCE,Teach,Explicit,5,12.106,12.974,17.74485593,12.974,12.106,2225.832172
29,pt,TCE,Teach,Explicit,6,-70.173,13.52,71.46355945,13.52,-70.173,1257.636078
29,pt,TCE,Teach,Explicit,7,12.082,11.455,16.64907652,11.455,12.082,2215.22753
29,pt,TCE,Teach,Explicit,8,-100.713,3.624,100.7781809,3.624,-100.713,4359.938782
29,pt,TCE,Teach,Explicit,9,-69.14,14.77,70.70001768,14.77,-69.14,1197.611334
29,pt,TCE,Teach,Explicit,10,112.936,16.69,114.1625867,16.69,112.936,21920.13376
29,b1,TCE,Teach,Explicit,1,57.554,13.432,59.10060524,13.432,57.554,2677.018944
29,b1,TCE,Teach,Explicit,2,17.355,10.822,20.45266997,10.822,17.355,164.0378047
29,b1,TCE,Teach,Explicit,3,43.236,33.119,54.46301366,33.119,43.236,1667.168483
29,b1,TCE,Teach,Explicit,4,1.179,10.082,10.15070269,10.082,1.179,64.46339434
29,b1,TCE,Teach,Explicit,5,-11.07,17.611,20.80125527,17.611,-11.07,289.3813507
29,b1,TCE,Teach,Explicit,6,123.861,21.667,125.7418236,21.667,123.861,13938.58804
29,b1,TCE,Teach,Explicit,7,-21.153,18.79,28.29334743,18.79,-21.153,737.2987015
29,b1,TCE,Teach,Explicit,8,-40.177,13.805,42.48257706,13.805,-40.177,2131.589508
29,b1,TCE,Teach,Explicit,9,-136.74,8.602,137.0102989,8.602,-136.74,20412.30385
29,b1,TCE,Teach,Explicit,10,25.048,17.765,30.70826483,17.765,25.048,367.7190579
29,b3,TCE,Teach,Explicit,1,-45.814,16.027,48.53645357,16.027,-45.814,922.0558608
29,b3,TCE,Teach,Explicit,2,79.734,18.407,81.83109681,18.407,79.734,9101.536923
29,b3,TCE,Teach,Explicit,3,-19.473,15.407,24.83089563,15.407,-19.473,18.7116866
29,b3,TCE,Teach,Explicit,4,-67.515,11.146,68.42885752,11.146,-67.515,2706.71928
29,b3,TCE,Teach,Explicit,5,-38.915,11.826,40.67224485,11.826,-38.915,549.2109284
29,b3,TCE,Teach,Explicit,6,-28.771,10.711,30.7000971,10.711,-28.771,183.1913586
29,b3,TCE,Teach,Explicit,7,80.191,21.705,83.0764919,21.705,80.191,9231.467283
29,b3,TCE,Teach,Explicit,8,6.929,10.737,12.77866229,10.737,6.929,513.2957722
29,b3,TCE,Teach,Explicit,9,-10.329,13.518,17.01248262,13.518,-10.329,27.2267684
29,b3,TCE,Teach,Explicit,10,-111.501,6.438,111.6867085,6.438,-111.501,9258.467839
29,b6,TCE,Teach,Explicit,1,22.611,37.04,43.39607034,37.04,22.611,729.2039406
29,b6,TCE,Teach,Explicit,2,48.327,11.609,49.7017888,11.609,48.327,1678.049327
29,b6,TCE,Teach,Explicit,3,-36.94,8.686,37.94746627,8.686,-36.94,2008.817961
29,b6,TCE,Teach,Explicit,4,27.607,9.817,29.30051088,9.817,27.607,428.7808308
29,b6,TCE,Teach,Explicit,5,15.895,12.306,20.10195665,12.306,15.895,76.45973341
29,b6,TCE,Teach,Explicit,6,31.23,16.747,35.4369145,16.747,31.23,568.4554384
29,b6,TCE,Teach,Explicit,7,-31.696,11.604,33.75335883,11.604,-31.696,1544.025482
29,b6,TCE,Teach,Explicit,8,-30.716,12.895,33.31296566,12.895,-30.716,1461.942397
29,b6,TCE,Teach,Explicit,9,22.955,13.498,26.62945792,13.498,22.955,240.9259534
29,b6,TCE,Teach,Explicit,10,5.506,12.548,13.70285883,12.548,5.506,8.41251861
29,hp,TCE,Teach,Explicit,1,-92.493,5.982,92.68624155,5.982,-92.493,6805.596947
29,hp,TCE,Teach,Explicit,2,-38.744,7.631,39.48834888,7.631,-38.744,825.3701907
29,hp,TCE,Teach,Explicit,3,23.519,13.639,27.18760162,13.639,23.519,1146.479816
29,hp,TCE,Teach,Explicit,4,-104.475,5.277,104.6081849,5.277,-104.475,8929.687002
29,hp,TCE,Teach,Explicit,5,67.289,13.258,68.58268065,13.258,67.289,5999.067326
29,hp,TCE,Teach,Explicit,6,-40.33,5.381,40.68739437,5.381,-40.33,931.5395763
29,hp,TCE,Teach,Explicit,7,80.883,17.23,82.69783908,17.23,80.883,8333.981066
29,hp,TCE,Teach,Explicit,8,-27.466,10.645,29.4567001,10.645,-27.466,304.5489619
29,hp,TCE,Teach,Explicit,9,-21.735,5.913,22.52495936,5.913,-21.735,147.8342343
29,hp,TCE,Teach,Explicit,10,52.905,8.289,53.55041126,8.289,52.905,3966.255378
29,lp,TCE,Teach,Explicit,1,76.52,14.377,77.85890141,14.377,76.52,7332.571094
29,lp,TCE,Teach,Explicit,2,-5.786,5.87,8.242250664,5.87,-5.786,19.04281856
29,lp,TCE,Teach,Explicit,3,50.984,15.67,53.33776482,15.67,50.984,3688.269639
29,lp,TCE,Teach,Explicit,4,-40.969,-13.135,43.02310061,-13.135,-40.969,1307.797693
29,lp,TCE,Teach,Explicit,5,-13.922,-4.618,14.66792446,-4.618,-13.922,79.59408896
29,lp,TCE,Teach,Explicit,6,18.438,-11.326,21.6388105,-11.326,18.438,897.0570554
29,lp,TCE,Teach,Explicit,7,-13.797,-7.159,15.54376048,-7.159,-13.797,119.6450798
29,lp,TCE,Teach,Explicit,8,28.929,25.658,38.66807475,25.658,28.929,1929.351429
29,lp,TCE,Teach,Explicit,9,-109.059,8.817,109.4148298,8.817,-109.059,10205.33864
29,lp,TCE,Teach,Explicit,10,-73.838,-11.47,74.72356485,-11.47,-73.838,4490.529379
30,pt,TCA,Teach,Analogy,1,-124.019,-15.389,124.9701312,-15.389,-124.019,21401.64629
30,pt,TCA,Teach,Analogy,2,-160.345,-14.335,160.9845062,-14.335,-160.345,33324.86459
30,pt,TCA,Teach,Analogy,3,11.453,12.018,16.60131118,12.018,11.453,537.3585682
30,pt,TCA,Teach,Analogy,4,146.026,-8.762,146.288637,-8.762,146.026,15354.02406
30,pt,TCA,Teach,Analogy,5,90.05,-3.763,90.12858963,-3.763,90.05,4638.256366
30,pt,TCA,Teach,Analogy,6,-93.361,0.005,93.36100013,0.005,-93.361,13408.11557
30,pt,TCA,Teach,Analogy,7,311,10,311.1607302,10,311,83799.34028
30,pt,TCA,Teach,Analogy,8,-147.413,-6.619,147.5615252,-6.619,-147.413,28743.46422
30,pt,TCA,Teach,Analogy,9,104.627,-10.947,105.1981271,-10.947,104.627,6813.934215
30,pt,TCA,Teach,Analogy,10,83.13,-47.864,95.92475904,-47.864,83.13,5267.218874
30,b1,TCA,Teach,Analogy,1,-8.132,-21.297,22.79674611,-21.297,-8.132,164.5360293
30,b1,TCA,Teach,Analogy,2,86.372,-47.594,98.61699255,-47.594,86.372,8893.260602
30,b1,TCA,Teach,Analogy,3,83.709,26.715,87.86858316,26.715,83.709,8515.827465
30,b1,TCA,Teach,Analogy,4,29.539,-16.956,34.0596309,-16.956,29.539,939.9238509
30,b1,TCA,Teach,Analogy,5,-72.566,-5.683,72.78819166,-5.683,-72.566,5217.330129
30,b1,TCA,Teach,Analogy,6,-54.109,-30.619,62.17159353,-30.619,-54.109,3257.105383
30,b1,TCA,Teach,Analogy,7,-29.938,-14.669,33.33861732,-14.669,-29.938,878.6338189
30,b1,TCA,Teach,Analogy,8,-7.332,-11.261,13.43757214,-11.261,-7.332,46.37576212
30,b1,TCA,Teach,Analogy,9,-57.482,-0.483,57.4840292,-0.483,-57.482,3353.614229
30,b1,TCA,Teach,Analogy,10,24.655,12.183,27.50080933,12.183,24.655,1170.098356
30,b3,TCA,Teach,Analogy,1,-93.08,2.502,93.11362094,2.502,-93.08,8182.047227
30,b3,TCA,Teach,Analogy,2,40.346,10.639,41.72514874,10.639,40.346,1903.557621
30,b3,TCA,Teach,Analogy,3,-56.726,-11.162,57.81374681,-11.162,-56.726,3130.042611
30,b3,TCA,Teach,Analogy,4,-0.673,2.789,2.869050366,2.789,-0.673,3.9153265
30,b3,TCA,Teach,Analogy,5,0.348,3.263,3.281504685,3.263,0.348,8.8793389
30,b3,TCA,Teach,Analogy,6,-84.59,-16.884,86.25855063,-16.884,-84.59,7117.200484
30,b3,TCA,Teach,Analogy,7,0.853,11.808,11.83876991,11.808,0.853,87.9609109
30,b3,TCA,Teach,Analogy,8,50.679,-6.031,51.03659473,-6.031,50.679,2924.916694
30,b3,TCA,Teach,Analogy,9,36.433,14.532,39.22425924,14.532,36.433,1656.422812
30,b3,TCA,Teach,Analogy,10,80.137,19.533,82.48319137,19.533,80.137,7120.008997
30,b6,TCA,Teach,Analogy,1,-109.974,-11.495,110.5731238,-11.495,-109.974,11386.84503
30,b6,TCA,Teach,Analogy,2,-62.495,2.431,62.542264,2.431,-62.495,3396.716832
30,b6,TCA,Teach,Analogy,3,94.472,24.056,97.48666534,24.056,94.472,10194.71437
30,b6,TCA,Teach,Analogy,4,-5.637,12.869,14.0494459,12.869,-5.637,105.2659319
30,b6,TCA,Teach,Analogy,5,-2.458,-12.662,12.8983723,-12.662,-2.458,239.3276377
30,b6,TCA,Teach,Analogy,6,5.376,-11.353,12.56152797,-11.353,5.376,289.6911995
30,b6,TCA,Teach,Analogy,7,29.779,12.562,32.32015911,12.562,29.779,1252.641819
30,b6,TCA,Teach,Analogy,8,1.981,7.6,7.853939203,7.6,1.981,62.31144933
30,b6,TCA,Teach,Analogy,9,11.555,14.484,18.52847217,14.484,11.555,387.3402881
30,b6,TCA,Teach,Analogy,10,-4.742,-11.41,12.35615895,-11.41,-4.742,199.6020385
30,hp,TCA,Teach,Analogy,1,-145.828,-6.658,145.9799115,-6.658,-145.828,24877.55187
30,hp,TCA,Teach,Analogy,2,-23.329,-12.724,26.57334034,-12.724,-23.329,1257.697625
30,hp,TCA,Teach,Analogy,3,74.922,-5.265,75.10676607,-5.265,74.922,3984.117209
30,hp,TCA,Teach,Analogy,4,119.288,-10.797,119.7756326,-10.797,119.288,11540.0824
30,hp,TCA,Teach,Analogy,5,102.194,3.511,102.2542946,3.511,102.194,8300.508553
30,hp,TCA,Teach,Analogy,6,24.948,-7.694,26.10747671,-7.694,24.948,171.30037
30,hp,TCA,Teach,Analogy,7,18.959,3.704,19.31743505,3.704,18.959,199.855265
30,hp,TCA,Teach,Analogy,8,-23.577,-27.99,36.59665325,-27.99,-23.577,1636.114505
30,hp,TCA,Teach,Analogy,9,-33.425,-10.101,34.91791554,-10.101,-33.425,2055.62344
30,hp,TCA,Teach,Analogy,10,4.718,-11.356,12.29708339,-11.356,4.718,59.341322
30,lp,TCA,Teach,Analogy,1,-16.271,-10.013,19.10511999,-10.013,-16.271,8181.080279
30,lp,TCA,Teach,Analogy,2,-150.698,-10.598,151.0701983,-10.598,-150.698,50509.46502
30,lp,TCA,Teach,Analogy,3,321,-44,324.0015432,-44,321,61803.01781
30,lp,TCA,Teach,Analogy,4,224,-38,227.2003521,-38,224,22990.13481
30,lp,TCA,Teach,Analogy,5,39.671,-10.655,41.07696759,-10.655,39.671,1205.642599
30,lp,TCA,Teach,Analogy,6,90.915,4.938,91.04900367,4.938,90.915,724.9703665
30,lp,TCA,Teach,Analogy,7,-65.888,-9.922,66.63088344,-9.922,-65.888,19600.02146
30,lp,TCA,Teach,Analogy,8,231,-42,234.7871376,-42,231,25331.45141
30,lp,TCA,Teach,Analogy,9,28.272,-11.588,30.55466786,-11.588,28.272,2108.669457
30,lp,TCA,Teach,Analogy,10,37.802,11.889,39.6275097,11.889,37.802,2086.38127
31,pt,TCE,Teach,Explicit,1,-65.768,-7.595,66.2050893,-7.595,-65.768,6474.351649
31,pt,TCE,Teach,Explicit,2,93.463,14.841,94.63396668,14.841,93.463,6455.040992
31,pt,TCE,Teach,Explicit,3,23.429,18.938,30.12583418,18.938,23.429,338.1952572
31,pt,TCE,Teach,Explicit,4,-21.321,-0.165,21.32163845,-0.165,-21.321,1256.730431
31,pt,TCE,Teach,Explicit,5,72.821,-5.378,73.01931885,-5.378,72.821,3536.125575
31,pt,TCE,Teach,Explicit,6,-26.926,-5.472,27.4763946,-5.472,-26.926,1747.301888
31,pt,TCE,Teach,Explicit,7,-66.004,-3.279,66.08539821,-3.279,-66.004,6437.788128
31,pt,TCE,Teach,Explicit,8,35.526,-1.67,35.56522987,-1.67,35.526,487.9311118
31,pt,TCE,Teach,Explicit,9,-12.839,25.434,28.49084549,25.434,-12.839,1214.747987
31,pt,TCE,Teach,Explicit,10,107.345,-3.999,107.419463,-3.999,107.345,8769.735142
31,b1,TCE,Teach,Explicit,1,99.909,-8.536,100.2729853,-8.536,99.909,15208.22455
31,b1,TCE,Teach,Explicit,2,-92.086,2.379,92.11672507,2.379,-92.086,4836.028082
31,b1,TCE,Teach,Explicit,3,-48.893,3.338,49.00681272,3.338,-48.893,695.1933149
31,b1,TCE,Teach,Explicit,4,-73.4,8.234,73.86040046,8.234,-73.4,2586.845144
31,b1,TCE,Teach,Explicit,5,-69.792,2.074,69.8228096,2.074,-69.792,2237.399538
31,b1,TCE,Teach,Explicit,6,110.657,1.5,110.6671661,1.5,110.657,17776.89004
31,b1,TCE,Teach,Explicit,7,16.356,12.684,20.69788859,12.684,16.356,1570.533104
31,b1,TCE,Teach,Explicit,8,-121.385,1.603,121.3955841,1.603,-121.385,9770.817486
31,b1,TCE,Teach,Explicit,9,-27.351,19.936,33.84555062,19.936,-27.351,231.4304597
31,b1,TCE,Teach,Explicit,10,-20.151,11.584,23.24331855,11.584,-20.151,43.32809812
31,b3,TCE,Teach,Explicit,1,13.962,16.566,21.66494403,16.566,13.962,1879.404213
31,b3,TCE,Teach,Explicit,2,-83.142,-0.958,83.14751907,-0.958,-83.142,3228.183996
31,b3,TCE,Teach,Explicit,3,-60.133,-5.756,60.40785731,-5.756,-60.133,1182.039534
31,b3,TCE,Teach,Explicit,4,-41.498,-4.457,41.73666078,-4.457,-41.498,255.2312951
31,b3,TCE,Teach,Explicit,5,-20.52,12.563,24.0603277,12.563,-20.52,176.8486091
31,b3,TCE,Teach,Explicit,6,43.57,-10.14,44.73437716,-10.14,43.57,5003.855823
31,b3,TCE,Teach,Explicit,7,-20.936,-9.8,23.11614362,-9.8,-20.936,137.6187095
31,b3,TCE,Teach,Explicit,8,-22.096,10.751,24.57269251,10.751,-22.096,120.9289427
31,b3,TCE,Teach,Explicit,9,-2.847,-6.054,6.690016816,-6.054,-2.847,596.6207367
31,b3,TCE,Teach,Explicit,10,-69.825,3.374,69.90646966,3.374,-69.825,1898.02574
31,b6,TCE,Teach,Explicit,1,-47.219,-8.817,48.03512725,-8.817,-47.219,1487.048639
31,b6,TCE,Teach,Explicit,2,-31.144,11.24,33.11021498,11.24,-31.144,403.2278545
31,b6,TCE,Teach,Explicit,3,-87.084,1.479,87.09655847,1.479,-87.084,5704.476743
31,b6,TCE,Teach,Explicit,4,26.509,12.998,29.5241441,12.998,26.509,1506.354112
31,b6,TCE,Teach,Explicit,5,-6.926,0.733,6.96467982,0.733,-6.926,52.80572525
31,b6,TCE,Teach,Explicit,6,24.041,6.131,24.81045832,6.131,24.041,1277.725237
31,b6,TCE,Teach,Explicit,7,-61.533,15.503,63.4559146,15.503,-61.533,2569.308193
31,b6,TCE,Teach,Explicit,8,-44.559,10.952,45.88519135,10.952,-44.559,1101.944368
31,b6,TCE,Teach,Explicit,9,6.424,-8.163,10.38760535,-8.163,6.424,535.1544021
31,b6,TCE,Teach,Explicit,10,104.449,20.023,106.3509009,20.023,104.449,13682.42286
31,hp,TCE,Teach,Explicit,1,132.094,16.041,133.0644149,16.041,132.094,11015.33219
31,hp,TCE,Teach,Explicit,2,123.077,24.158,125.4255034,24.158,123.077,9289.805097
31,hp,TCE,Teach,Explicit,3,-71.976,10.279,72.70627495,10.279,-71.976,9845.990425
31,hp,TCE,Teach,Explicit,4,13.422,11.25,17.5132117,11.25,13.422,201.0953315
31,hp,TCE,Teach,Explicit,5,-76.016,8.794,76.52298146,8.794,-76.016,10678.90671
31,hp,TCE,Teach,Explicit,6,43.663,13.578,45.72548144,13.578,43.663,274.3035509
31,hp,TCE,Teach,Explicit,7,23.253,12.447,26.37479513,12.447,23.253,20.77553333
31,hp,TCE,Teach,Explicit,8,54.292,21.319,58.32770375,21.319,54.292,779.1330779
31,hp,TCE,Teach,Explicit,9,29.311,14.424,32.66782051,14.424,29.311,4.83545933
31,hp,TCE,Teach,Explicit,10,0.352,15.867,15.87090398,15.867,0.352,719.0879747
31,lp,TCE,Teach,Explicit,1,-69.336,1.132,69.34524007,1.132,-69.336,3135.832068
31,lp,TCE,Teach,Explicit,2,-42.435,9.02,43.38305689,9.02,-42.435,859.3983888
31,lp,TCE,Teach,Explicit,3,0.956,16.467,16.49472719,16.467,0.956,347.2291384
31,lp,TCE,Teach,Explicit,4,-35.588,12.341,37.66704163,12.341,-35.588,549.416872
31,lp,TCE,Teach,Explicit,5,6.95,11.828,13.71874936,11.828,6.95,467.6657338
31,lp,TCE,Teach,Explicit,6,-9.107,16.378,18.73969938,16.378,-9.107,156.5058336
31,lp,TCE,Teach,Explicit,7,-9.88,-14.026,17.15642958,-14.026,-9.88,361.3354378
31,lp,TCE,Teach,Explicit,8,20.039,-1.881,20.12708826,-1.881,20.039,1163.95445
31,lp,TCE,Teach,Explicit,9,-24.298,-13.415,27.75527029,-13.415,-24.298,443.89044
31,lp,TCE,Teach,Explicit,10,28.221,8.606,29.50403493,8.606,28.221,1751.978414
32,pt,TCA,Teach,Analogy,1,1.781,17.556,17.64610713,17.556,1.781,449.7059575
32,pt,TCA,Teach,Analogy,2,205,-3,205.02195,-3,205,37093.78399
32,pt,TCA,Teach,Analogy,3,-41.981,-15.266,44.67051731,-15.266,-41.981,3168.466409
32,pt,TCA,Teach,Analogy,4,-21.118,7.887,22.54273038,7.887,-21.118,1199.786657
32,pt,TCA,Teach,Analogy,5,-103.3,-10.432,103.8254142,-10.432,-103.3,13482.95254
32,pt,TCA,Teach,Analogy,6,-39.946,9.16,40.98278317,9.16,-39.946,2840.721647
32,pt,TCA,Teach,Analogy,7,40.964,-12.722,42.89403898,-12.722,40.964,957.3779701
32,pt,TCA,Teach,Analogy,8,294,-3,294.0153057,-3,294,79294.87839
32,pt,TCA,Teach,Analogy,9,-197,-7,197.1243263,-7,-197,43893.27519
32,pt,TCA,Teach,Analogy,10,-14.248,8.905,16.8019204,8.905,-14.248,804.9425287
32,b1,TCA,Teach,Analogy,1,73.342,-7.826,73.75835709,-7.826,73.342,705.4949178
32,b1,TCA,Teach,Analogy,2,59.079,-8.767,59.7259452,-8.767,59.079,157.437109
32,b1,TCA,Teach,Analogy,3,54.943,-16.726,57.43250234,-16.726,54.943,71.03006818
32,b1,TCA,Teach,Analogy,4,-126.709,-5.231,126.8169312,-5.231,-126.709,30347.66267
32,b1,TCA,Teach,Analogy,5,4.547,-19.236,19.76610495,-19.236,4.547,1866.492704
32,b1,TCA,Teach,Analogy,6,36.39,-16.983,40.15786833,-16.983,36.39,134.1952938
32,b1,TCA,Teach,Analogy,7,155.14,-7.617,155.3268756,-7.617,155.14,11656.20835
32,b1,TCA,Teach,Analogy,8,128.13,-15.91,129.114,-15.91,128.13,6538.380347
32,b1,TCA,Teach,Analogy,9,35.852,-17.723,39.99338237,-17.723,35.852,152.4817486
32,b1,TCA,Teach,Analogy,10,52.459,-15.354,54.65978409,-15.354,52.459,31.35083778
